Bairro,Endereco,Quartos,Tipo_Imovel,Preco,Metodo_Venda,Corretor,Data_Venda,Distancia_CBD,CEP,Banheiros,Vagas_Garagem,Area_Terreno,Area_Construida,Ano_Construcao,Area_Administrativa,Latitude,Longitude,Regiao,Contagem_Imoveis,Tipo_Imovel_Numerico,Ano_Venda,Mes_Venda,Area_Construida_Imputada,Area_Terreno_Imputada,Preco_por_m2,Quartos_por_m2,Idade_Imovel,Regiao_Numerica,Preco_Imputado,Preco_Esperado,Media_Regional_Preco_m2,Desvio_Padrao_Regional_Preco_m2,Limite_Inferior_Preco,Limite_Superior_Preco,Subvalorizado,Supervalorizado,Proporcao_Quartos_Banheiros,Categoria_Idade,Categoria_Distancia
Oakleigh East,3/1 Inga St,3,u,740000.0,S,Buxton,2017-06-03,12.3,3166.0,1.0,1.0,211.0,90.0,2004.0,Monash City Council,-37.89941,145.11523,Southern Metropolitan,2547.0,1,2017,6,False,False,8222.222222222223,0.0333333333333333,21.0,5,False,725894.1454195827,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,2.9702970297029703,20-50 anos,Médio
Mill Park,9 Conifer Cl,3,h,553000.0,S,Ray,2017-12-09,17.9,3082.0,2.0,2.0,304.0,98.33166666666668,1970.0,Whittlesea City Council,-37.67418,145.05351,Northern Metropolitan,10529.0,0,2017,12,False,False,5623.824132612416,0.030508991677825,55.0,2,False,609892.7873095822,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,1.492537313432836,50-100 anos,Distante
Wyndham Vale,59 Haines Dr,4,h,680000.0,SP,hockingstuart,2017-10-14,27.2,3024.0,2.0,2.0,572.0,301.0,2010.0,Wyndham City Council,-37.89378,144.61102,Western Metropolitan,5262.0,0,2017,10,False,False,2259.136212624585,0.0132890365448504,15.0,6,False,785992.6407315542,6857.409535210428,12417.253285735336,-5559.8437505249085,19274.662820945763,False,False,1.9900497512437811,10-20 anos,Afastado
Keilor East,26 Heather Av,5,h,762000.0,SP,Nelson,2016-04-16,12.8,3033.0,3.0,2.0,638.5,209.76,1977.0,Brimbank City Council,-37.780845,144.8733,Western Metropolitan,5629.0,0,2016,4,False,False,3632.7231121281466,0.0238367658276125,48.0,6,False,1012517.36205627,6857.409535210428,12417.253285735336,-5559.8437505249085,19274.662820945763,False,False,1.6611295681063123,20-50 anos,Médio
Windsor,17/25 Williams Rd,1,u,275000.0,VB,Gary,2016-05-07,5.1,3181.0,1.0,1.0,0.0,44.0,1970.0,Port Phillip City Council,-37.8564,145.0016,Southern Metropolitan,4380.0,1,2016,5,False,False,6250.0,0.0227272727272727,55.0,5,False,419958.78609776514,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,0.99009900990099,50-100 anos,Próximo
Nunawading,8 Olwen St,3,h,1002000.0,S,Fletchers,2017-07-08,15.4,3131.0,1.0,2.0,598.0,143.0,1960.0,Manningham City Council,-37.80827,145.17885,Eastern Metropolitan,4973.0,0,2017,7,False,False,7006.993006993007,0.0209790209790209,65.0,0,False,984045.0719764178,7834.352816915639,21031.370340574817,-13197.01752365918,28865.72315749045,False,False,2.9702970297029703,50-100 anos,Distante
Doncaster,11A Balfour St,3,t,945000.0,S,Assisi,2016-12-10,13.9,3108.0,2.0,2.0,234.0,175.09490476190476,1970.0,Manningham City Council,-37.7915,145.138165,Eastern Metropolitan,9028.0,2,2016,12,False,False,5397.073097501137,0.0171335653888925,55.0,0,False,999539.1844427804,7834.352816915639,21031.370340574817,-13197.01752365918,28865.72315749045,False,False,1.492537313432836,50-100 anos,Médio
Mernda,6 Uccello Wy,3,h,600000.0,S,Millership,2018-02-24,25.9,3754.0,2.0,2.0,362.0,160.0,2007.0,Whittlesea City Council,-37.60995,145.08925,Northern Metropolitan,5812.0,0,2018,2,False,False,3750.0,0.01875,18.0,2,False,620084.642437919,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,1.492537313432836,10-20 anos,Afastado
Malvern East,18 Albert St,3,h,1244200.2644047618,SP,Marshall,2016-12-03,11.2,3145.0,1.0,2.0,613.0,170.0,1930.0,Stonnington City Council,-37.876,145.0639,Southern Metropolitan,8801.0,0,2016,12,False,False,7318.825084733893,0.0176470588235294,95.0,5,True,1431014.399682579,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,2.9702970297029703,50-100 anos,Médio
Alphington,11 Margaret Gr,4,h,1900000.0,SP,McGrath,2016-11-27,6.4,3078.0,2.0,2.0,556.0,272.0,1930.0,Darebin City Council,-37.7844,145.0225,Northern Metropolitan,2211.0,0,2016,11,False,False,6985.294117647059,0.0147058823529411,95.0,2,False,1816000.022176147,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,1.9900497512437811,50-100 anos,Próximo
Oakleigh,6 Gillon Ct,4,h,1415000.0,S,Woodards,2017-08-12,12.3,3166.0,2.0,3.0,588.0,241.0819285714285,1970.0,Monash City Council,-37.89215,145.10472,Southern Metropolitan,3224.0,0,2017,8,False,False,5869.373985784916,0.0165918699244803,55.0,5,False,1450419.0521176383,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.9900497512437811,50-100 anos,Médio
Balwyn,2/111 Strabane Av,3,h,1050000.0,SP,Marshall,2016-12-10,9.7,3103.0,2.0,2.0,520.0,174.89333333333332,1960.0,Boroondara City Council,-37.85852,145.0387,Southern Metropolitan,5682.0,0,2016,12,False,False,6003.659373332317,0.0171533124952351,65.0,5,False,1520774.3685021424,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.492537313432836,50-100 anos,Próximo
West Melbourne,125/33 Jeffcott St,2,u,670000.0,S,MICM,2017-07-08,3.1,3003.0,1.0,1.0,17.0,90.0,1996.0,Melbourne City Council,-37.8118,144.95259,Northern Metropolitan,2230.0,1,2017,7,False,False,7444.444444444444,0.0222222222222222,29.0,2,False,631793.5358671235,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,1.98019801980198,20-50 anos,CBD
Fitzroy North,17/140 Queens Pde,2,u,449621.8432539683,PI,Jellis,2017-09-03,3.6,3068.0,1.0,1.0,0.0,62.33333333333333,1970.0,Moreland City Council,-37.791,144.98425,Northern Metropolitan,6244.0,1,2017,9,False,False,7213.184651133181,0.0320855614973262,55.0,2,True,612229.0571439312,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,1.98019801980198,50-100 anos,CBD
Caulfield South,1/11 Brooklyn Av,2,h,985000.0,PI,Biggin,2017-11-11,8.7,3162.0,1.0,1.0,243.0,84.15379999999999,1960.0,Glen Eira City Council,-37.85852,145.0387,Southern Metropolitan,5051.0,0,2017,11,False,False,11704.759618698146,0.0237660093780673,65.0,5,False,1001515.8349928728,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.98019801980198,50-100 anos,Próximo
Carlton North,384 Canning St,2,h,1690000.0,S,hockingstuart,2017-07-29,3.5,3054.0,1.0,1.0,173.0,99.5536,1970.0,Melbourne City Council,-37.78829,144.97476,Northern Metropolitan,3106.0,0,2017,7,False,False,16975.77988139053,0.0200896803330065,55.0,2,False,1018281.9706144148,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,1.98019801980198,50-100 anos,CBD
Balwyn North,1 Ventnor St,3,h,1433800.94,S,Jellis,2016-10-15,9.2,3104.0,2.0,2.0,696.0,197.04466666666667,1960.0,Boroondara City Council,-37.7822,145.0933,Southern Metropolitan,7809.0,0,2016,10,False,False,7276.527521678671,0.0152249743712931,65.0,5,True,1690808.2290344287,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.492537313432836,50-100 anos,Próximo
Port Melbourne,1001/101 Bay St,2,u,516595.6979328704,PN,Barry,2017-11-04,3.5,3207.0,1.0,1.0,0.0,71.49716666666669,1960.0,Melbourne City Council,-37.85852,145.0387,Southern Metropolitan,8648.0,1,2017,11,False,False,7225.400977654642,0.0279731364646151,65.0,5,True,708853.716538005,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.98019801980198,50-100 anos,CBD
Essendon,66 Roberts St,3,h,1710000.0,S,Nelson,2017-09-23,7.5,3040.0,1.0,2.0,795.0,170.63333333333335,1977.0,Moonee Valley City Council,-37.74903,144.89924,Western Metropolitan,9264.0,0,2017,9,False,False,10021.488571986714,0.0175815588982223,48.0,6,False,1362277.162945653,6857.409535210428,12417.253285735336,-5559.8437505249085,19274.662820945763,False,False,2.9702970297029703,20-50 anos,Próximo
Northcote,62 Andrew St,3,h,2274087.5,SP,Jellis,2017-10-28,5.3,3070.0,2.0,2.0,551.0,553.0,1930.0,Darebin City Council,-37.77117,145.00435,Northern Metropolitan,11364.0,0,2017,10,False,False,4112.273960216999,0.0054249547920434,95.0,2,True,1901931.3021061365,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,1.492537313432836,50-100 anos,Próximo
Murrumbeena,3 Churchill Cl,3,t,1160000.0,S,hockingstuart,2016-06-04,12.1,3163.0,2.0,2.0,302.0,172.0,2000.0,Glen Eira City Council,-37.9043,145.0622,Southern Metropolitan,4442.0,2,2016,6,False,False,6744.186046511628,0.0174418604651162,25.0,5,False,1011101.6865330904,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.492537313432836,20-50 anos,Médio
Brunswick,102 Mitchell St,4,h,1400000.0,PI,Woodards,2017-06-03,5.2,3056.0,1.0,2.0,678.0,177.0,1900.0,Moreland City Council,-37.75967,144.97214,Northern Metropolitan,11918.0,0,2017,6,False,False,7909.604519774011,0.0225988700564971,125.0,2,False,1672668.181361993,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,3.96039603960396,Centenário,Próximo
Bentleigh East,9/7 Derry St,2,u,380000.0,PI,Buxton,2016-05-07,13.9,3165.0,2.0,1.0,0.0,78.0,1970.0,Glen Eira City Council,-37.9212,145.0674,Southern Metropolitan,10969.0,1,2016,5,False,False,4871.794871794872,0.0256410256410256,55.0,5,False,719822.1388556861,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,0.9950248756218908,50-100 anos,Médio
Blackburn North,33 Charlton St,4,t,990000.0,SP,Noel,2017-06-03,13.4,3130.0,2.0,1.0,296.0,141.21390476190476,1950.0,Whitehorse City Council,-37.8054,145.15701,Eastern Metropolitan,2867.0,2,2017,6,False,False,7010.641067316992,0.02832582249421,75.0,0,False,1101288.8980469482,7834.352816915639,21031.370340574817,-13197.01752365918,28865.72315749045,False,False,1.9900497512437811,50-100 anos,Médio
Northcote,23 Mitchell St,3,h,1900000.0,SP,McGrath,2017-11-25,5.3,3070.0,2.0,3.0,502.0,133.0,1920.0,Darebin City Council,-37.7721,145.0006,Northern Metropolitan,11364.0,0,2017,11,False,False,14285.714285714286,0.0225563909774436,105.0,2,False,1363551.434813748,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,1.492537313432836,Centenário,Próximo
Burwood,2/277 Warrigal Rd,2,t,700000.0,S,Noel,2017-05-27,10.4,3125.0,1.0,1.0,148.0,87.20666666666666,1960.0,Monash City Council,-37.84743,145.09657,Southern Metropolitan,5678.0,2,2017,5,False,False,8026.909257702011,0.0229340264505771,65.0,5,False,669629.3543965188,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.98019801980198,50-100 anos,Médio
Sunshine North,22 Lincoln St,3,h,690000.0,S,hockingstuart,2016-12-10,13.3,3020.0,1.0,3.0,629.0,128.08,1977.0,Brimbank City Council,-37.774,144.8443,Western Metropolitan,4217.0,0,2016,12,False,False,5387.257963772641,0.0234228607120549,48.0,6,False,706312.2375870451,6857.409535210428,12417.253285735336,-5559.8437505249085,19274.662820945763,False,False,2.9702970297029703,20-50 anos,Médio
Brunswick East,2/10 Rathdowne St,2,t,1053000.0,S,RW,2017-10-21,4.0,3057.0,1.0,1.0,118.0,96.12,1970.0,Moreland City Council,-37.7414,144.9838,Northern Metropolitan,5533.0,2,2017,10,False,False,10955.05617977528,0.0208073241781106,55.0,2,False,718808.254992308,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,1.98019801980198,50-100 anos,CBD
Hawthorn East,3/859 Toorak Rd,3,t,1590000.0,S,Jellis,2016-11-19,7.5,3123.0,2.0,2.0,289.0,181.0,2010.0,Boroondara City Council,-37.8451,145.0525,Southern Metropolitan,6482.0,2,2016,11,False,False,8784.53038674033,0.0165745856353591,15.0,5,False,1260204.429749295,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.492537313432836,10-20 anos,Próximo
Bundoora,11 Jones Ct,3,h,2188812.51,PI,Barry,2018-03-03,12.1,3083.0,2.0,3.0,720.0,726.0,1970.0,Banyule City Council,-37.69341,145.06023,Northern Metropolitan,10175.0,0,2018,3,False,False,3014.8932644628094,0.0041322314049586,55.0,2,True,1330191.3634931373,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,1.492537313432836,50-100 anos,Médio
Brighton East,6 Shasta Av,4,h,2355000.0,S,Buxton,2016-09-17,10.7,3187.0,2.0,2.0,644.0,230.8982878787879,1960.0,Bayside City Council,-37.85852,145.0387,Southern Metropolitan,6938.0,0,2016,9,False,False,10199.296069428969,0.0173236451285417,65.0,5,False,2006079.6243862268,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.9900497512437811,50-100 anos,Médio
Glen Iris,1/58 Edgar St N,2,t,600000.0,VB,Gary,2016-08-22,9.2,3146.0,1.0,1.0,0.0,1143.0,1960.0,Boroondara City Council,-37.8506,145.0465,Southern Metropolitan,10412.0,2,2016,8,False,False,524.9343832020998,0.0017497812773403,65.0,5,False,1423105.2331713946,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.98019801980198,50-100 anos,Próximo
Glen Waverley,2 Cherry St,5,h,1285000.0,S,Ray,2017-08-19,16.7,3150.0,2.0,1.0,651.0,124.0,1970.0,Monash City Council,-37.8656,145.15034,Eastern Metropolitan,15321.0,0,2017,8,False,False,10362.90322580645,0.0403225806451612,55.0,0,False,1101315.4123790227,7834.352816915639,21031.370340574817,-13197.01752365918,28865.72315749045,False,False,2.4875621890547266,50-100 anos,Distante
Balwyn North,1/63 Winfield Rd,3,t,1038000.0,S,Noel,2017-11-25,9.7,3104.0,2.0,2.0,246.0,88.219,1960.0,Boroondara City Council,-37.85852,145.0387,Southern Metropolitan,7809.0,2,2017,11,False,False,11766.172819914078,0.0340062798263412,65.0,5,False,1007250.1588883116,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.492537313432836,50-100 anos,Próximo
Bentleigh,43 Godfrey St,5,h,1900000.0,S,Woodards,2017-02-25,13.0,3204.0,2.0,2.0,567.0,250.0,1926.0,Glen Eira City Council,-37.9144,145.0401,Southern Metropolitan,6795.0,0,2017,2,False,False,7600.0,0.02,99.0,5,False,1663691.0731296337,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,2.4875621890547266,50-100 anos,Médio
Maribyrnong,24 Lilardia Av,3,t,800000.0,VB,Biggin,2017-11-18,4.3,3032.0,2.0,2.0,213.5,137.56,2001.0,Maribyrnong City Council,-37.7859,144.8928,Western Metropolitan,4918.0,2,2017,11,False,False,5815.6440825821455,0.021808665309683,24.0,6,False,895788.0952519751,6857.409535210428,12417.253285735336,-5559.8437505249085,19274.662820945763,False,False,1.492537313432836,20-50 anos,CBD
Fitzroy North,491 Brunswick St,3,h,1560000.0,PI,Nelson,2017-10-14,3.6,3068.0,2.0,2.0,110.0,180.06,1970.0,Moreland City Council,-37.79225,144.97929,Northern Metropolitan,6244.0,0,2017,10,False,False,8663.77874041986,0.0166611129623458,55.0,2,False,1344281.2510512883,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,1.492537313432836,50-100 anos,CBD
Bentleigh,3 Rogers Rd,3,h,1286000.0,S,Woodards,2017-05-20,13.0,3204.0,1.0,2.0,614.0,128.62045193695195,1960.0,Glen Eira City Council,-37.9317,145.0427,Southern Metropolitan,6795.0,0,2017,5,False,False,9998.409900086344,0.0233244398913367,65.0,5,False,1201084.362174942,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,2.9702970297029703,50-100 anos,Médio
Doncaster,47 Roseland Gr,5,h,1461800.0,SP,Jellis,2016-12-03,13.9,3108.0,2.0,2.0,660.0,246.02,1970.0,Manningham City Council,-37.7791,145.1328,Eastern Metropolitan,9028.0,0,2016,12,False,False,5941.793350134135,0.0203235509308186,55.0,0,False,1465499.9290674306,7834.352816915639,21031.370340574817,-13197.01752365918,28865.72315749045,False,False,2.4875621890547266,50-100 anos,Médio
Frankston South,38 Seaview Rd,2,h,702545.135,SN,Barry,2017-06-24,38.0,3199.0,1.0,2.0,906.0,95.5074,1975.0,Frankston City Council,-38.17299,145.11705,South-Eastern Metropolitan,7566.0,0,2017,6,False,False,7355.923572414284,0.0209407857401625,50.0,4,True,721573.7723739367,6697.309990528885,9145.331295210466,-2448.0213046815816,15842.641285739352,False,False,1.98019801980198,20-50 anos,Afastado
Gisborne,1/5 Robert Ct,3,h,535000.0,SP,Raine,2018-01-06,45.9,3437.0,2.0,2.0,665.0,181.492,2000.0,Macedon Ranges Shire Council,-37.615975,144.826155,Northern Victoria,3376.0,0,2018,1,False,False,2947.7883322680887,0.0165296541996341,25.0,3,False,662058.3199118885,4277.778387688248,1772.9087175958578,2504.86967009239,6050.687105284105,False,False,1.492537313432836,20-50 anos,Afastado
Oakleigh,175 Atherton Rd,5,h,1828000.0,PI,Ray,2017-10-14,12.3,3166.0,3.0,4.0,667.0,337.0,2017.0,Monash City Council,-37.90037,145.10281,Southern Metropolitan,3224.0,0,2017,10,False,False,5424.33234421365,0.0148367952522255,8.0,5,False,2017519.376532106,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.6611295681063123,5-10 anos,Médio
Hoppers Crossing,7 Berberis Pl,4,h,540000.0,S,Barry,2017-08-12,18.4,3029.0,2.0,2.0,650.0,224.40044,1977.0,Wyndham City Council,-37.85954,144.71456,Western Metropolitan,13830.0,0,2017,8,False,False,2406.412393843791,0.0178252769914354,48.0,6,False,739863.641733514,6857.409535210428,12417.253285735336,-5559.8437505249085,19274.662820945763,False,False,1.9900497512437811,20-50 anos,Distante
Preston,16 Opal St,2,h,600000.0,S,Nelson,2016-09-10,8.8,3072.0,1.0,2.0,220.0,106.0,2005.0,Darebin City Council,-37.7442,145.0168,Northern Metropolitan,14577.0,0,2016,9,False,False,5660.377358490566,0.0188679245283018,20.0,2,False,758855.2383948423,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,1.98019801980198,10-20 anos,Próximo
South Yarra,2/2 Gordon Gr,2,u,590000.0,PI,Marshall,2017-10-21,2.7,3141.0,1.0,1.0,0.0,76.0,1965.0,Melbourne City Council,-37.83361,144.98819,Southern Metropolitan,14887.0,1,2017,10,False,False,7763.157894736842,0.0263157894736842,60.0,5,False,686740.719596866,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.98019801980198,50-100 anos,CBD
Camberwell,12a Aisbett Av,3,t,1500000.0,S,Marshall,2016-08-13,7.8,3124.0,2.0,2.0,246.0,82.03333333333335,1960.0,Boroondara City Council,-37.85852,145.0387,Southern Metropolitan,8920.0,2,2016,8,False,False,18285.24989841528,0.0365704997968305,65.0,5,False,1043190.2008350886,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.492537313432836,50-100 anos,Próximo
St Albans,34 Garfield St,4,h,1122577.5,PI,Barry,2017-07-22,14.0,3021.0,2.0,1.0,809.0,162.72,1977.0,Brimbank City Council,-37.74282,144.78072,Western Metropolitan,14042.0,0,2017,7,False,False,6898.829277286136,0.0245821042281219,48.0,6,True,913252.7356659416,6857.409535210428,12417.253285735336,-5559.8437505249085,19274.662820945763,False,False,1.9900497512437811,20-50 anos,Médio
Mont Albert,1/24 St Johns Av,2,u,820000.0,S,hockingstuart,2017-04-08,11.8,3127.0,1.0,1.0,164.0,73.28374603174603,1970.0,Boroondara City Council,-37.7915,145.138165,Eastern Metropolitan,2079.0,1,2017,4,False,False,11189.384336941255,0.0272911813096128,55.0,0,False,646039.5567705659,7834.352816915639,21031.370340574817,-13197.01752365918,28865.72315749045,False,False,1.98019801980198,50-100 anos,Médio
Burwood East,23 Cornish Rd,4,h,1351556.6647935396,SN,Barry,2017-09-16,14.7,3151.0,2.0,2.0,710.0,190.0,2007.0,Whitehorse City Council,-37.8542,145.14468,Eastern Metropolitan,4048.0,0,2017,9,False,False,7113.456130492314,0.0210526315789473,18.0,0,True,1285170.7438270086,7834.352816915639,21031.370340574817,-13197.01752365918,28865.72315749045,False,False,1.9900497512437811,10-20 anos,Médio
Ringwood North,51 Tortice Dr,3,h,945000.0,S,Fletchers,2017-10-07,19.9,3134.0,2.0,2.0,669.0,133.0,1980.0,Manningham City Council,-37.7849,145.24401,Eastern Metropolitan,3619.0,0,2017,10,False,False,7105.263157894737,0.0225563909774436,45.0,0,False,866683.5626931408,7834.352816915639,21031.370340574817,-13197.01752365918,28865.72315749045,False,False,1.492537313432836,20-50 anos,Distante
Brighton East,17 Tatong Rd,3,h,1535137.461111111,SP,Marshall,2017-08-26,10.3,3187.0,2.0,2.0,520.0,209.0,1960.0,Bayside City Council,-37.92997,145.02861,Southern Metropolitan,6938.0,0,2017,8,False,False,7345.155316321106,0.0143540669856459,65.0,5,True,1608009.2640309627,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.492537313432836,50-100 anos,Médio
Wyndham Vale,22 Hawkstone Rd,4,h,556500.0,S,hockingstuart,2018-02-17,27.2,3024.0,2.0,2.0,572.0,201.12,1977.0,Wyndham City Council,-37.780845,144.8733,Western Metropolitan,5262.0,0,2018,2,False,False,2767.00477326969,0.0198886237072394,48.0,6,False,639480.6680980071,6857.409535210428,12417.253285735336,-5559.8437505249085,19274.662820945763,False,False,1.9900497512437811,20-50 anos,Afastado
Meadow Heights,16 Papworth Pl,4,h,515000.0,PI,RW,2017-07-15,17.4,3048.0,3.0,0.0,653.0,122.0,1985.0,Hume City Council,-37.65155,144.91912,Northern Metropolitan,4704.0,0,2017,7,False,False,4221.311475409836,0.0327868852459016,40.0,2,False,770810.2642681568,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,1.32890365448505,20-50 anos,Distante
Ivanhoe,202/979 Heidelberg Rd,2,u,579231.7338618984,SN,Miles,2017-11-18,7.8,3079.0,1.0,1.0,164.0,80.9971206016206,1970.0,Banyule City Council,-37.7915,145.138165,Eastern Metropolitan,5549.0,1,2017,11,False,False,7151.263274046672,0.0246922357874532,55.0,0,True,586700.46688481,7834.352816915639,21031.370340574817,-13197.01752365918,28865.72315749045,False,False,1.98019801980198,50-100 anos,Próximo
Altona North,1/256 Mason St,2,t,640000.0,S,Williams,2017-03-11,11.1,3025.0,1.0,1.0,252.0,127.36,1965.0,Hobsons Bay City Council,-37.8397,144.8602,Western Metropolitan,5132.0,2,2017,3,False,False,5025.125628140703,0.0157035175879396,60.0,6,False,569419.0385153621,6857.409535210428,12417.253285735336,-5559.8437505249085,19274.662820945763,False,False,1.98019801980198,50-100 anos,Médio
Springvale,16 Eve Ct,3,h,875633.652670971,PI,Ray,2017-05-27,20.8,3171.0,1.0,1.0,736.0,121.15666666666668,1975.0,Greater Dandenong City Council,-37.93667,145.17043,South-Eastern Metropolitan,7412.0,0,2017,5,False,False,7227.284117019046,0.0247613283077007,50.0,4,True,854357.3524735937,6697.309990528885,9145.331295210466,-2448.0213046815816,15842.641285739352,False,False,2.9702970297029703,20-50 anos,Afastado
Bayswater,1 Valma St,5,h,822000.0,PI,iTRAK,2018-01-06,23.2,3153.0,3.0,6.0,721.0,185.0,1980.0,Knox City Council,-37.8506,145.25909,Eastern Metropolitan,5030.0,0,2018,1,False,False,4443.243243243243,0.027027027027027,45.0,0,False,1088936.086972914,7834.352816915639,21031.370340574817,-13197.01752365918,28865.72315749045,False,False,1.6611295681063123,20-50 anos,Afastado
Springvale,24 Garnsworthy St,3,h,752500.0,S,iSell,2017-07-01,20.8,3171.0,1.0,2.0,623.0,99.0,1950.0,Greater Dandenong City Council,-37.94106,145.16193,South-Eastern Metropolitan,7412.0,0,2017,7,False,False,7601.010101010101,0.0303030303030303,75.0,4,False,909735.965847002,6697.309990528885,9145.331295210466,-2448.0213046815816,15842.641285739352,False,False,2.9702970297029703,50-100 anos,Afastado
Carrum Downs,9 Talba Ct,3,h,552500.0,S,O'Brien,2017-08-12,34.9,3201.0,2.0,2.0,779.0,147.0,1988.0,Frankston City Council,-38.11471,145.18248,South-Eastern Metropolitan,8060.0,0,2017,8,False,False,3758.503401360544,0.0204081632653061,37.0,4,False,763317.3319750121,6697.309990528885,9145.331295210466,-2448.0213046815816,15842.641285739352,False,False,1.492537313432836,20-50 anos,Afastado
Niddrie,12 Moushall Av,4,t,895000.0,SP,Barry,2016-05-14,11.2,3042.0,2.0,2.0,278.0,212.5668,1977.0,Moonee Valley City Council,-37.780845,144.8733,Western Metropolitan,2291.0,2,2016,5,False,False,4210.441141325927,0.0188176140394454,48.0,6,False,1001823.2555974856,6857.409535210428,12417.253285735336,-5559.8437505249085,19274.662820945763,False,False,1.9900497512437811,20-50 anos,Médio
Preston,7 Larne Gr,3,h,1130000.0,PI,Barry,2017-06-03,8.4,3072.0,2.0,2.0,497.0,144.48666666666665,1970.0,Darebin City Council,-37.7414,144.9838,Northern Metropolitan,14577.0,0,2017,6,False,False,7820.790845752781,0.0207631615373967,55.0,2,False,974462.1534293772,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,1.492537313432836,50-100 anos,Próximo
Mernda,16 Melliodora Dr,4,h,780000.0,SP,hockingstuart,2017-07-15,25.9,3754.0,2.0,2.0,1037.0,210.8620333333333,1970.0,Whittlesea City Council,-37.6017,145.09051,Northern Metropolitan,5812.0,0,2017,7,False,False,3699.101197449644,0.0189697497305109,55.0,2,False,858856.7662571667,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,1.9900497512437811,50-100 anos,Afastado
Doncaster,2 Nola St,3,h,1125000.0,VB,hockingstuart,2017-03-04,13.9,3108.0,2.0,2.0,819.0,173.0,1970.0,Manningham City Council,-37.781,145.1036,Eastern Metropolitan,9028.0,0,2017,3,False,False,6502.890173410405,0.0173410404624277,55.0,0,False,1231730.2342424046,7834.352816915639,21031.370340574817,-13197.01752365918,28865.72315749045,False,False,1.492537313432836,50-100 anos,Médio
Hampton East,3/8 Eldon Ct,2,t,771000.0,S,McGrath,2017-07-08,13.8,3188.0,1.0,1.0,0.0,99.0,1992.0,Bayside City Council,-37.94083,145.03682,Southern Metropolitan,2356.0,2,2017,7,False,False,7787.878787878788,0.0202020202020202,33.0,5,False,677569.5323414993,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.98019801980198,20-50 anos,Médio
Southbank,2605/63 Whiteman St,2,u,590000.0,PI,MICM,2017-06-03,0.7,3006.0,2.0,1.0,0.0,90.844,2009.0,Melbourne City Council,-37.82586,144.957,Southern Metropolitan,8400.0,1,2017,6,False,False,6494.650169521377,0.0220157632865131,16.0,5,False,839388.4822448681,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,0.9950248756218908,10-20 anos,CBD
